,search_text,link,title,description
95,Caltex australia Social assessment of suppliers,http://www.asx.com.au/asxpdf/20181030/pdf/43zrv71lmf7kp2.pdf,revised payout ratio and investor day presentations - ASX,Oct 30  2018 — Caltex Australia wishes to advise of a change to its dividend policy with an increase in the dividend payout ratio to 50 – 70% of the full ...
96,Caltex australia Social assessment of suppliers,https://www.totalassignmenthelp.com/free-sample/caltex-australia-performance-management,Evaluating Caltex Australia Performance Management - Total ...,From the analysis of the organisational culture of Caltex Australia ... as well as the social environment in a unique way in a business organisation.
97,Caltex australia Social assessment of suppliers,https://www.afr.com/company/ctx-bt,Caltex Australia News_ Analysis_ Announcements and Results,The petrol and diesel supplier has applied for licences to retail electricity and gas across the National Electricity Market in another departure from its ...
98,Caltex australia Social assessment of suppliers,http://www.williams.wa.gov.au/Profiles/williams/Assets/ClientData/Document-Centre/Public-Documents/Amended_DA_Report_-_CX_Williams_for_web_.pdf,Lots 16_ 17 and 300 (56) Albany Highway Williams Amended ...,Nov 18  2016 — Planning Solutions acts on behalf of Caltex Australia Petroleum Pty Ltd  ... Assessment Panel (JDAP) grant approval to the Application for ...
99,Caltex australia Social assessment of suppliers,https://www.accc.gov.au/public-registers/mergers-registers/public-informal-merger-reviews/caltex-australia-petroleum-pty-ltd-proposed-acquisition-of-assets-from-milemaker-petroleum,proposed acquisition of assets from Milemaker Petroleum,May 4  2017 — Caltex Australia Petroleum Pty Ltd - proposed acquisition of assets from Milemaker ... Please refer to the Public Competition Assessment.
100,Caltex australia actions that prevent competition,https://www.investsmart.com.au/investment-news/call-on-caltex-shows-a-hole-in-competition-law/9995,Call on Caltex shows a hole in competition law - InvestSMART,Law reform could be required to cover practices that inhibit competition but fall short of ... Brought into focus by the Australian Competition and Consumer ...
101,Caltex australia actions that prevent competition,https://www.aph.gov.au/parliamentary_business/committees/house_of_representatives_committees?url=economics/1billpricesignalling/subs/sub007.pdf,Caltex submission to the House of Representatives ...,3 февр. 2011 г. — (in reality  most Australian markets for goods or services)  companies gain experience in anticipating the actions of competitors  ...
102,Caltex australia actions that prevent competition,https://www.caltex.com.au/-/media/documents/caltex/corporate-governance/2019-code-of-conduct/caltex-code-of-conduct-feb-19-final.ashx?la=en,Code of Conduct,Caltex Australia Limited and its wholly owned ... subject to disciplinary action  up to and including  ... promote and protect competition.
103,Caltex australia actions that prevent competition,http://press-files.anu.edu.au/downloads/press/p82851/pdf/article05.pdf,Australia's Merger Policy and the Caltex/Ampol Merger Case,ECENT cvcnLs have signalled the emergence of the Australian Competition ... ployment or prevention of unemployment in efficient industries; other benefits ...
104,Caltex australia actions that prevent competition,https://www.abc.net.au/am/content/2014/s4071509.htm,Caltex: there's nothing illegal about fuel price watch service,21 авг. 2014 г. — MICHAEL BRISSENDEN: For years Australian drivers have felt like ... In any competitive market like petrol retailing we have to keep a very ...
105,Caltex australia actions that prevent competition,https://www.publish.csiro.au/AJ/pdf/AJ95057,THE PROCESS OF REFORM,Chairman  Australian. Competition & Consumer. Commission. OBJECTIVES OF THE TPA. In general terms  the two broad objectives of the TP Act are to: prevent ...
106,Caltex australia actions that prevent competition,https://www.ampol.com.au/-/media/files/ampol-au/about-ampol/investor-centre/2020/july-initial-upload/caltex-australia-2019-annual-report.ashx,People & Partnerships - Ampol,This 2019 Annual Report for Caltex Australia. Limited (ACN 004 201 307) has been prepared ... implementing an action plan to reduce the major causes of.
107,Caltex australia actions that prevent competition,https://www.afr.com/markets/commodities/caltex-mobil-merger-off-20091203-iwcqc,Caltex-Mobil merger off - AFR,3 дек. 2009 г. — The ACCC has killed Caltex Australia's $300 million proposed acquisition of ... stations in particular that would reduce retail competition.
108,Caltex australia Environmentally sound technologies,https://www.caltex.com.au/-/media/documents/caltex/environment-documents/2020-environment-documents/caltex-2019-sustainability-report.ashx,2019 Sustainability Report,28 févr. 2020 — Safe and Responsible Business ... CALTEX AUSTRALIA 2019 Sustainability Report ... This year we refreshed our Environmental Policy and.
109,Caltex australia Environmentally sound technologies,https://www.konicaminolta.com.au/KonicaMinolta/media/KonicaMinolta/Case%20Studies/Case-Study_Caltex-Australia.pdf,Caltex Australia achieves significant costs savings and ...,Caltex is Australia's leading transport fuel supplier and ... reputation as a provider of safe and reliable high-quality fuels ... environmental goals.
110,Caltex australia Environmentally sound technologies,https://www.ampol.com.au/-/media/files/ampol-au/about-ampol/investor-centre/2020/july-initial-upload/caltex-australia-2019-annual-report.ashx,People & Partnerships - Ampol,from the University of Technology  Sydney and is a graduate of the Australian Institute of Company Directors. 26. CALTEX AUSTRALIA 2019 Annual Report ...
111,Caltex australia Environmentally sound technologies,https://www.epa.nsw.gov.au/-/media/epa/corporate-site/resources/air/submissions2017/caltex-australia.pdf?la=en&hash=83927043EA4DCD0FD0C837278BD87C473EEB82D9,Caltex Australia - NSW Environment Protection Authority (EPA),23 janv. 2017 — CALTEX. Caltex Australia. 2 Market Street. Sydney NSW 2000 ... NSW Environmental Protection Authority ... reliable and safe manner.
112,Caltex australia Environmentally sound technologies,https://news.microsoft.com/en-au/features/caltex-fuels-transformation-with-cloud-data-and-rich-innovation-culture/,Caltex fuels transformation with cloud_ data and rich ...,26 mars 2019 — Caltex Australia is in the midst of one of the nation's most significant ... This means that the technology challenges and opportunities are ...
113,Caltex australia Environmentally sound technologies,https://nqbp.com.au/__data/assets/pdf_file/0016/30436/Berth-3-Tidal-Works.pdf,22 February 2019 Caltex Australia Petroleum Pty Ltd PO Box ...,22 févr. 2019 — representations made by Caltex  in relation to construction of a fuel ... http://www.courts.qld.gov.au/courts/planning-and-environment-court ...
114,Caltex australia Environmentally sound technologies,https://igcc.org.au/wp-content/uploads/2020/07/IGCC-2019-Summit-Draft-Attendee-List-Final-1.pdf,IGCC 2019 Summit Draft Attendee List (2019-10-16) Final.xlsx,UTS Institute for Sustainable Futures ... Australian Council of Superannuation Investors. Bartrop ... NABERS/Dept. of Planning  Industry and Environment.
115,Caltex australia Human rights,"https://www.ampol.com.au/-/media/files/ampol-au/about-ampol/corporate-governance/2020/july-initial-upload/caltex-supplier-code-of-conduct.ashx#:~:text=Caltex%20cares%20about%20people%2C%20respects,share%20these%20commitments%20and%20values.",Supplier Code of Conduct - Ampol,Caltex cares about people  respects human rights and requires all employees to treat others with trust  dignity  respect  fairness and equity. Suppliers must show the same respect throughout the supply chain and Caltex will only work with Suppliers who share these commitments and values.
116,Caltex australia Human rights,https://www.caltex.com.au/-/media/documents/caltex/corporate-governance/2019-corporate-governance-docs/human-rights-policy-final.ashx?la=en,Human Rights Policy,25 feb 2019 — Caltex is committed to conducting its business in a way that respects human rights  including our employees  customers  suppliers and the ...
117,Caltex australia Human rights,https://www.ampol.com.au/-/media/files/ampol-au/about-ampol/investor-centre/2020/july-initial-upload/caltex-australia-2019-annual-report.ashx,People & Partnerships - Ampol,Caltex is Australia's number one transport fuels company. ... This 2019 Annual Report for Caltex Australia ... Supporting fundamental human rights.
118,Caltex australia Human rights,https://www.accr.org.au/downloads/ACCR_Human_Rights_Report_102017-1.pdf,Human rights and Australian listed companies - Australasian ...,listed Australian companies against internationally-accepted human rights ... mine  the Waikato North Head mine site in New Zealand and Caltex has no mining ...
119,Caltex australia Human rights,https://www.finder.com.au/buy-caltex-australia-shares,How to buy Caltex Australia (CTX:ASX) shares | Finder,"16 nov 2021 — Learn how to buy Caltex Australia Limited (CTX) shares easily by following a step-by-step ... ""social"" (health and safety  human rights etc.) ..."
120,Caltex australia Human rights,https://au.indeed.com/cmp/Caltex-Australia/reviews,Working at Caltex Australia: 381 Reviews | Indeed.com,381 reviews from Caltex Australia employees about Caltex Australia culture  ... some good   some bad  but you will learn a lot about human interactions.
121,Caltex australia Human rights,https://www.northernbeachesreview.com.au/jobs/jobview/group-governance-compliance-manager/168671fd-32a0-4406-8a3e-2be27f0973de,Group Governance Compliance Manager | Caltex Australia,22 dic 2021 — Market insights based on all Human Resources (HR) & Recruitment jobs in Australia. Estimated range. $170k - $189k. Market average.
122,Caltex australia Human rights,https://au.linkedin.com/in/joanne-taylor,Joanne Taylor - Executive General Manager_ Consumer and ...,Executive General Manager  Consumer and B2B at Ampol Australia ... across operations  human resources  franchising  supply chain and communications.
123,Caltex australia Human rights,https://www.corrs.com.au/insights/chevron-unsuccessful-in-red-canopy-fascia-case,Chevron unsuccessful in red canopy fascia case - Corrs ...,27 oct 2021 — In Chevron Global Energy Inc v Ampol Australia Petroleum Pty Ltd ([2021] FCA ... unregistered trade mark-type monopoly rights in Caltex Red;
124,Caltex australia ethics,https://www.caltex.com.au/-/media/documents/caltex/corporate-governance/2019-code-of-conduct/caltex-code-of-conduct-feb-19-final.ashx?la=en,Code of Conduct,At Caltex  we believe that everyone should treat each other with fairness and respect at all times . We aim to provide all employees  business partners and other stakeholders with a safe  supportive  inclusive and harmonious workplace .
125,Caltex australia ethics,https://www.caltex.com.au/-/media/documents/caltex/corporate-governance/caltex-code-of-conduct2016.ashx?la=en,CODE OF CONDUC T,The Caltex Code of Conduct sets out the standards of conduct and behaviour we expect from you as a Caltex employee  regardless of the country in which you work.
126,Caltex australia ethics,https://www.ampol.com.au/-/media/files/ampol-au/about-ampol/corporate-governance/2020/july-initial-upload/caltex-supplier-code-of-conduct.ashx,Supplier Code of Conduct - Ampol,Caltex is committed to building a culture where diversity is valued  our workplaces are free from discrimination  harassment  and bullying  and we comply with ...
127,Caltex australia ethics,https://guide.ethical.org.au/company/?company=861,Ampol | Shop Ethical! company profile,Caltex Australia officially renamed Ampol in 2020  with all Caltex sites to be renamed Ampol by 2022. Australia's largest oil refiner  and operator of two oil ...
128,Caltex australia ethics,https://myassignmenthelp.com/free-samples/social-responsibility-of-caltex-australia,Social Responsibility Of Caltex Australia - MyAssignmentHelp ...,CSR is suggestive of the ethical standards along with international norms that can help in the functioning of a company. The roots of Caltex Australia goes ...
129,Caltex australia ethics,http://www.asx.com.au/asxpdf/20200325/pdf/44gcn244qbxhxs.pdf,For personal use only - ASX,Mar 25  2020 — This 2019 Annual Report for Caltex Australia ... of the Accounting Professional and Ethical Standards Board's APES 110 Code of Ethics.
130,Caltex australia ethics,https://wcsecure.weblink.com.au/clients/ampol/headline.aspx?headlineid=21281767,Ampol Limited (formerly Caltex Australia Limited) ACN 004 ...,Mar 8  2021 — Ampol Australia Petroleum Pty Ltd (formerly Caltex ... the Accounting Professional and Ethical Standards Board's APES 110 Code of Ethics for.
131,Caltex australia ethics,https://www.studocu.com/en-au/document/kings-own-institute/accounting-theory-and-issues/caltex-materials/11373477,Caltex - Materials - ACCOUNTING THEORY &amp; ISSUES,Materials accounting theory issues acc706 caltex australia group assignment name: ... The ethics are about the accounting renders who are involved with ...
132,Caltex australia ethics,https://au.linkedin.com/in/mabelle-reyes,Mabelle Reyes - Head of B2B Sales Operations - LinkedIn,Mabelle Reyes. Passionate about sustainable solutions in our everyday. Ampol AustraliaUniversity of Technology Sydney. Greater Sydney Area500+ connections.
133,Caltex australia Creating shared prosperity for customers and clients,https://www.caltex.com.au/-/media/documents/caltex/annual-reports-and-reviews/2002-annual-review.ashx,Caltex people customers in front - Ampol,Please note that financial information for Caltex Australia  including ... market share  higher petrol and diesel sales  improved.
134,Caltex australia Creating shared prosperity for customers and clients,https://www.fairtrading.nsw.gov.au/__data/assets/pdf_file/0009/599670/Submission_211.pdf,Submission to the New South Wales Department of Customer ...,29.10.2019 г. — BP Australia Pty Ltd. Caltex Australia Limited. Mobil Oil (Australia) Pty Ltd. Viva Energy Australia Pty Ltd. About AIP Member Companies.
135,Caltex australia Creating shared prosperity for customers and clients,https://www.pmc.gov.au/sites/default/files/publications/industry_innovation_competitiveness_agenda.pdf,Industry Innovation and Competitiveness Agenda - Prime ...,от C Agenda — number of customers; it also means proximity for suppliers and competitors to our market. ... Improving Australia's competitiveness is essential in building.
136,Caltex australia Creating shared prosperity for customers and clients,https://www.woolworthsgroup.com.au/icms_docs/189425_corporate-responsibility-report-2017.pdf,189425_corporate-responsibility-report-2017.pdf,28.09.2017 г. — function leaders  and are part of our shared commitment to create a ... Woolworths Group manages some of Australia's and New Zealand's most ...
137,Caltex australia Creating shared prosperity for customers and clients,https://www.asx.com.au/asxpdf/20210811/pdf/44z61bm1nr93y1.pdf,today. - ASX,11.08.2021 г. — Customer. Community ... underpinning Australia's prosperity ... Through increased data sharing between financial services companies .
138,Caltex australia Creating shared prosperity for customers and clients,https://www.aip.com.au/sites/default/files/download-files/2017-09/Submission%20to%20the%20RARATRC.pdf,Submission to the RARATRC.pdf - Australian Institute of ...,Caltex Australia Limited ... critical role in Australian economic prosperity. ... for ensuring adequate commercial stock holdings to meet customer.
139,Caltex australia Creating shared prosperity for customers and clients,https://www.commbank.com.au/content/dam/commbank/about-us/shareholders/pdfs/results/fy20/cba-2020-annual-report.pdf,We can. Together. - CommBank,12.08.2020 г. — Commonwealth Bank of Australia | ACN 123 123 124 | Ground Floor Tower 1  201 Sussex Street  ... make decisions to address customer.
140,Caltex australia Creating shared prosperity for customers and clients,https://www.sydneywater.com.au/content/dam/sydneywater/documents/annual-report-2020-21.pdf,Annual Report 2020-2021 - Sydney Water,significantly in customer and community ... our shared vision to life: to create a vibrant ... Limited  Caltex Australia Limited and Origin.
141,Caltex australia Creating shared prosperity for customers and clients,https://opus.lib.uts.edu.au/rest/bitstreams/963c113e-a667-4774-95cb-82ca35048884/retrieve,Embargoed until 27 April 2017 - OPUS at UTS - University of ...,от D Krallis · 2017 — and drive shared prosperity for the people of NSW.12 ... we did was create a utility for that customer  ... “SumoSalad and Caltex Australia complement.
142,Caltex australia Creating shared prosperity for customers and clients,https://www.theaustralian.com.au/business/john-duries-ceo-survey/news-story/7ccc6be535a81135dd39f25101b7fcd1,John Durie's CEO survey - The Australian,Our new pricing model will help improve customer experience by making it ... We will look to build on Caltex's current assets  capabilities and customer ...
143,Caltex australia Grievance mechanism,https://www.caltex.com.au/-/media/documents/caltex/corporate-governance/2019-corporate-governance-docs/human-rights-policy-final.ashx?la=en,Human Rights Policy,25 февр. 2019 г. — As Australia's largest transport fuel supplier and one of its largest ... Provide grievance mechanisms through which stakeholders can raise ...
144,Caltex australia Grievance mechanism,https://www.ampol.com.au/privacy-and-reporting-policy,Privacy and Reporting Policy | Ampol,6 дек. 2021 г. — Privacy and Reporting Policy for Ampol Australia. ... you may seek access to  or correction of  or make a complaint about  that information.
145,Caltex australia Grievance mechanism,https://www.accr.org.au/downloads/ACCR_Human_Rights_Report_102017-1.pdf,Human rights and Australian listed companies - Australasian ...,operational level grievance mechanisms. This report analyses companies' disclosures in relation to these expectations. On average  Australian companies' ...
146,Caltex australia Grievance mechanism,https://www.dfat.gov.au/sites/default/files/stocktake-on-business-and-human-rights-in-australia.pdf,Stocktake on Business and Human Rights in Australia,industry level grievance mechanisms supported by the Australian Government. 29 To make it possible for grievances to be addressed early and remediated ...
147,Caltex australia Grievance mechanism,https://www.researchonline.mq.edu.au/vital/access/services/Download/mq:45155/SOURCE1,Workplace Dispute Resolution Procedures in Australia,This thesis examines the resolution of workplace disputes through the use of formal dispute and grievance resolution mechanisms in Australia  including the ...
148,Caltex australia Grievance mechanism,https://www.afr.com/companies/caltex-dominos-retail-food-group-failures-threaten-permanent-brand-damage-to-franchising-20180302-h0wwgb,Caltex_ Domino's_ Retail Food Group failures threaten ... - AFR,2 мар. 2018 г. — There are 1100 franchise systems and 80 000 customer-facing franchised businesses operating in Australia  according to Franchise Council Of ...
149,Caltex australia Grievance mechanism,https://www.sda.org.au/download/enterprise-agreements/WOOLWORTHS-PETROL-ENTERPRISE-AGREEMENT-2012.pdf,Woolworths Petrol Enterprise Agreement 2012 - DECISION,Woolworths Limited and Woolworths (South Australia) Pty Limited. T/A Woolworths Petrol ... matter to FWA as per Clause 34- Dispute and Grievance Procedure.
150,Caltex australia Grievance mechanism,http://www.asx.com.au/asxpdf/20210330/pdf/44v3wtxqr2c4hz.pdf,ASX Release - For personal use only,30 мар. 2021 г. — strengthening grievance mechanisms. Our first Modern Slavery Statement ... Ampol Limited (formerly Caltex Australia Limited) presents the.
151,Caltex australia Grievance mechanism,http://www.lawlink.nsw.gov.au/irc/ircgazette.nsf/65105b32090b4221ca256fcb0012e0a2/fb54c425838d6d7bca256fdc00180d4a/$FILE/080405ig.doc,BEFORE THE INDUSTRIAL RELATIONS COMMISSION,Fresh Start Bakeries Australia Pty Limited (NSW) Enterprise Award 2004 ... All grievances  disputes  or difficulties relating to the provisions of this ...
152,Caltex australia Environmental assessment of suppliers,https://www.caltex.com.au/-/media/documents/caltex/environment-documents/2020-environment-documents/caltex-2019-sustainability-report.ashx,2019 Sustainability Report,28 лют 2020 г. — CALTEX AUSTRALIA 2019 Sustainability Report ... fuel supply where it is needed. ... assessment of potential environmental impacts and.
153,Caltex australia Environmental assessment of suppliers,https://www.ampol.com.au/-/media/files/ampol-au/about-ampol/investor-centre/2020/july-initial-upload/caltex-australia-2019-annual-report.ashx,People & Partnerships - Ampol,This 2019 Annual Report for Caltex Australia. Limited (ACN 004 201 307) has been prepared ... the impact of the global financial crisis  a period of.
154,Caltex australia Environmental assessment of suppliers,https://www.aph.gov.au/parliamentary_business/committees/house_of_representatives_committees?url=economics/oilrefineries/subs/sub12%20caltex.pdf,Caltex submission to the House of Representatives ...,19 ліс 2012 г. — Caltex is committed to addressing the impact on all those affected by ... Caltex is the leading fuel supplier in Australia  underpinned by a ...
155,Caltex australia Environmental assessment of suppliers,https://www.parliament.nsw.gov.au/lcdocs/submissions/52094/0004%20Caltex%20Australia%20Ltd.pdf,inquiry into the supply and cost of gas and liquid - Parliament ...,23 сне 2014 г. — Caltex is Australia's leading supplier of transport fuels and ... Kurnell refinery on fuel prices does not have any impact on fuel prices.
156,Caltex australia Environmental assessment of suppliers,https://www.asx.com.au/asxpdf/20180227/pdf/43rytcnwc7pkzx.pdf,2017 Full Year Results Announcement - ASX,27 лют 2018 г. — There were no marine spills across Caltex Australia operations in 2017 ... Continued Supply & Marketing growth despite impact of retail ...
157,Caltex australia Environmental assessment of suppliers,https://www.aip.com.au/sites/default/files/download-files/2017-09/AIP%20Submission%20-%20Better%20Fuel.pdf,Better Fuel for Cleaner Air - Australian Institute of Petroleum,(4) Changing Australian Fuel Standards: Impact on the Fuels Market & Consumers ... Caltex Australia paid over $100 million to 626 suppliers across all their ...
158,Caltex australia Environmental assessment of suppliers,https://www.accc.gov.au/system/files/public-registers/documents/D09%2B99530.pdf,proposed acquisition of the retail assets of Mobil Oil Australia ...,2 вер 2009 г. — o Caltex is the exclusive wholesale petrol and diesel supplier to ... assessing the likely impact of the proposed acquisition on competition ...
159,Caltex australia Environmental assessment of suppliers,http://apps.epa.vic.gov.au/EnvAuditFiles/53X/55173-1/55173-1_c.pdf,Areas 1&2 - Former Caltex Petroleum Terminal,Mr Simon Caples of Caltex Australia Petroleum Pty Ltd ... Decommissioning  environmental assessment and remediation of Areas 1&2 have been undertaken.
160,Caltex australia Stakeholder engagement,https://www.reputationedge.com.au/projects/balancing-stakeholder-interests-during-closure-of-caltex-refinery,Balancing Caltex Australia Stakeholder Engagement,Caltex Australia appointed our team to lead the stakeholder engagement stream. The review decided to close the refinery  with the loss of 600 jobs.
161,Caltex australia Stakeholder engagement,https://www.ampol.com.au/-/media/files/ampol-au/about-ampol/investor-centre/2020/july-initial-upload/caltex-australia-2019-annual-report.ashx,People & Partnerships - Ampol,It has a stakeholder engagement plan that is actively managed to mitigate the impact of major policy changes. 42. CALTEX AUSTRALIA 2019 Annual Report ...
162,Caltex australia Stakeholder engagement,https://www.caltex.com.au/-/media/documents/caltex/our-company/caltex-australia-reconciliation-action-plan-2018-to-2020.ashx,Caltex Innovate Reconciliation Action Plan July 2018,Aboriginal and Torres Strait Islander stakeholders. ... Caltex Australia on its first RAP  and look forward to ... engagement plan for working with.
163,Caltex australia Stakeholder engagement,https://www.caltex.com.au/-/media/documents/caltex/our-company/caltex-australia-reconciliation-action-plan-2018-to-2020.ashx,Caltex Innovate Reconciliation Action Plan July 2018,Aboriginal and Torres Strait Islander stakeholders. ... Caltex Australia on its first RAP  and look forward to ... engagement plan for working with.
164,Caltex australia Stakeholder engagement,https://www.caltex.com.au/-/media/documents/caltex/environment-documents/2020-environment-documents/caltex-2019-sustainability-report.ashx,2019 Sustainability Report,28 февр. 2020 г. — Understanding our Stakeholders ... CALTEX AUSTRALIA 2019 Sustainability Report ... the integration of environmental management into our.
165,Caltex australia Stakeholder engagement,http://www.asx.com.au/asxpdf/20200325/pdf/44gcn244qbxhxs.pdf,For personal use only - ASX,25 мар. 2020 г. — This 2019 Annual Report for Caltex Australia ... terms such as Caltex and Caltex Australia have ... It has a stakeholder engagement plan.
166,Caltex australia Stakeholder engagement,https://au.linkedin.com/in/peter-klok-06498855,Peter Klok - Head of Program Delivery - Fuels & Infrastructure,Program Manager at Caltex Australia Transformation  Operations Management  ... influence stakeholders  understand and manage complex relationships and ...
167,Caltex australia Stakeholder engagement,https://au.linkedin.com/in/peter-klok-06498855,Peter Klok - Head of Program Delivery - Fuels & Infrastructure,Program Manager at Caltex Australia Transformation  Operations Management  ... influence stakeholders  understand and manage complex relationships and ...
168,Caltex australia Stakeholder engagement,https://au.linkedin.com/in/peter-larkin-29a16588,Peter Larkin - refinery technician - Caltex Australia | LinkedIn,deputy shift team leader at Caltex Australia ... Communication & Stakeholder Engagement | Change Management | Risk Management | Human Resources | Psychology.
169,Caltex australia Stakeholder engagement,https://www.canberratimes.com.au/jobs/jobview/improvement-delivery-lead/6b223a06-397e-446b-9954-b769ab6dc61b,Improvement Delivery Lead | Caltex Australia - The Canberra ...,25 янв. 2022 г. — Ensure adherence to the recognised change management process for control of changes. Effectively manage relationships with stakeholders ...
170,Caltex australia Stakeholder engagement,https://www.opengov.nsw.gov.au/download/19251,Communication Strategy - OpenGov NSW,3 Communication  engagement approach and stakeholders . ... requirements of Infrastructure Sustainability Council of Australia (ISCA) IS ... Ampol/Caltex.
171,Caltex australia Stakeholder engagement,https://www.careerone.com.au/jobview/process-control-engineer/b2dd0945-d03e-4843-870b-5d630535ae3f,Process Control Engineer | Caltex Australia | CareerOne,21 дек. 2021 г. — STAKEHOLDER ENGAGEMENT. TEAM PLAYER. Perks & benefits. Career Development. Novated Lease. Paid Parental Leave. Training ...
172,Caltex australia Prompt payment of suppliers,https://www.caltex.com.au/-/media/images/caltex/long-content/media-releases/caltex-australia-marine-terms-of-sale.ashx,CALTEX TERMS OF SALE,apply to all sales of Marine Products by Caltex Australia Petroleum Pty Ltd ... payment of the cost of replacing the Marine Products or of acquiring.
173,Caltex australia Prompt payment of suppliers,https://treasury.gov.au/sites/default/files/2021-07/c2018-191027-ptrf-rules-caltex.pdf,c2018-191027-ptrf-rules-caltex.pdf - Treasury,Through Caltex's role in the Australian economy as the largest supplier of liquid transport fuels  accounting for one-third of all liquid transport fuels in ...
174,Caltex australia Prompt payment of suppliers,https://www.asbfeo.gov.au/sites/default/files/2021-11/ASBFEO-payment-times-report-2019.pdf,Review of payment terms_ times and practices - ASBFEO,Mar 1  2019 — Australian Government payment time performance . ... for early payment to suppliers. ... Caltex Australia Limited. 60 days from Inv.
175,Caltex australia Prompt payment of suppliers,https://www.ampol.com.au/about-ampol/news-and-media/caltex-and-woolworths-extend-and-expand-long-term-partnership,Caltex And Woolworths Extend And Expand Long ... - Ampol,Jul 5  2018 — In consideration of Woolworths entering into the new wholesale fuel supply agreement  Caltex will make a one-off payment of approximately $50 ...
176,Caltex australia Prompt payment of suppliers,https://au.linkedin.com/in/neil-sun-44538b97,Neil Sun - Property and Contracts Coordinator F&I - LinkedIn,Sydney  Australia. • Create and maintain Supplier master data for all Caltex companies • Process supplier invoices without incident and in a timely manner
177,Caltex australia Prompt payment of suppliers,http://www.asx.com.au/asxpdf/20180705/pdf/43w9k97pb2y0bl.pdf,ASX Release - For personal use only,Jul 5  2018 — Caltex Australia (ASX:CTX) today announces that it has entered into a new fuel supply agreement with Woolworths (ASX:WOW)  and expanded its ...
178,Caltex australia Prompt payment of suppliers,https://news.microsoft.com/en-au/features/caltex-fuels-transformation-with-cloud-data-and-rich-innovation-culture/,Caltex fuels transformation with cloud_ data and rich ...,Mar 26  2019 — Caltex Australia is in the midst of one of the nation's most ... in international fuel sourcing and supply and enhancing each stage of its ...
179,Caltex australia Prompt payment of suppliers,http://www.tdsa.org.au/wp-content/uploads/2012/12/Fact-Sheet-Agreement-Card-Fuel.pdf,Card fuel and associated services - TDSA,The agreement includes the supply of a fuel card which provides ... Caltex Caltex Australia Petroleum Pty Ltd ... Improved procure-to-pay processes.
180,Caltex australia Prompt payment of suppliers,https://www.woolworthsgroup.com.au/page/media/Latest_News/woolworths-group-reduces-payment-terms-to-support-small-businesses/,Woolworths Group reduces payment terms to support small ...,Mar 31  2020 — Tuesday 31 March  2020: In recognition of the economic uncertainty many of its small business supplier partners are facing  Woolworths Group ...
181,Caltex australia Tax transparency,https://www.ampol.com.au/-/media/files/ampol-au/about-ampol/investor-centre/2020/september-2020-updates/caltex-2017-taxes-report-final.ashx,CALTEX AUSTRALIA LIMITED - Ampol,In preparing this report  Caltex has adopted Australia's Tax Transparency Code  published by the Board of Taxation and endorsed by the Government in May ...
182,Caltex australia Tax transparency,https://www.caltex.com.au/-/media/documents/caltex/reports-and-presentations/2014-taxes-report.ashx,CALTEX AUSTRALIA LIMITED - Ampol,7 Dec 2016 — the year ended 31 December 2014 and its inaugural Tax Transparency Report  published in. November 2015  in respect of the year ended 31 ...
183,Caltex australia Tax transparency,https://taxboard.gov.au/current-activities/corporate-tax-transparency-code-and-register,Corporate Tax Transparency Code and Register - | Board of ...,The Tax Transparency Code (the TTC) is a set of principles and 'minimum standards' to guide ... Caltex Australia Limited  31 December 2016 (Published).
184,Caltex australia Tax transparency,https://www.abc.net.au/news/2019-12-12/ato-corporate-tax-transparency-data-companies-no-tax-paid/11789048,ATO data reveals one third of large companies pay no tax - ABC,The Australian Tax Office has named 579 major corporations that paid no income ... CALTEX AUSTRALIA LTD  26 741 291 726  502 136 522  144 493 240  0.5  28.8.
185,Caltex australia Tax transparency,https://www.abc.net.au/news/2015-12-17/tax-transparency-report/7036708,Data reveals how much tax major Australian corporations pay,The Australian Tax Office has named 579 major corporations that paid no income ... CALTEX AUSTRALIA LTD  26 741 291 726  502 136 522  144 493 240  0.5  28.8.
186,Caltex australia Tax transparency,https://data.gov.au/data/dataset/f71709a8-2eeb-4592-ad1f-443f7f520186/resource/e44e9729-30f5-4764-848e-f060f5099277/download/2021_0630_ttc_submissions.xlsx,List_of_VTTC_Reports - Data.gov.au,1  VOLUNTARY TAX TRANSPARENCY CODE PUBLICATIONS - notifications received as on 31 ... 49  AMPOL LIMITED (Formerly CALTEX AUSTRALIA LIMITED)  40004201307 ...
187,Caltex australia Tax transparency,http://www5.austlii.edu.au/au/journals/eJlTaxR/2017/17.pdf,eJournal of Tax Research - AustLII,by C Evans · Cited by 2 — in corporate tax transparency has motivated corporations to incorporate disclosures ... income tax year was released on 6 December 2016 (Australian Taxation ...
188,Caltex australia Tax transparency,https://wcsecure.weblink.com.au/clients/ampol/headline.aspx?headlineid=21281767,Ampol Limited (formerly Caltex Australia Limited) ACN 004 ...,8 Mar 2021 — (Loss)/profit before interest and tax attributable to members of the parent ($m) ... Ampol Australia Petroleum Pty Ltd (formerly Caltex.
189,Caltex australia Rights of Indigenous people,https://www.caltex.com.au/-/media/documents/caltex/our-company/caltex-australia-reconciliation-action-plan-2018-to-2020.ashx,Caltex Innovate Reconciliation Action Plan July 2018,Council for Aboriginal Reconciliation reminded the ... Caltex Australia on its first RAP  and look forward to ... committed to respecting the rights.
